Pair,Ticker,Outright,LookThrough,Sector,SuperSector,Industry,Return,SuperSectorIndex,SuperSectorIndexReturn
MC129,JMG LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.2336449,SXFP Index,-0.1056954
MC129,JUP LN Equity,0,-0.6,Financial Services,Financial Services,Financials,-0.02250225,SXFP Index,-0.1056954
MC129,JUST LN Equity,0,-0.1,Life Insurance,Insurance,Financials,0.3065134,SXIP Index,0.0144087
MC129,KAZ LN Equity,0,-0.2,Mining,Basic Resources,Basic Materials,-0.7759229,SXPP Index,-0.2781055
MC129,KGF LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,1.038874,SXRP Index,0.6251879
MC129,KIE LN Equity,0,-0.1,Construction & Materials,Construction & Materials,Industrials,4.278075,SXOP Index,0.4328029
MC129,LAND LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.2308742,SX86P Index,0.4804201
MC129,LGEN LN Equity,0,-0.2,Life Insurance,Insurance,Financials,0.07510327,SXIP Index,0.0144087
MC129,LLOY LN Equity,0,-0.5,Banks,Banks,Financials,-0.6990785,SX7P Index,-0.6109482
MC129,LMP LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.7629428,SX86P Index,0.4804201
MC129,LRD LN Equity,0,-0.1,Technology Hardware & Equipment,Technology,Technology,0,SX8P Index,1.215296
MC129,LRE LN Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,0,SXIP Index,0.0144087
MC129,LSE LN Equity,69.7,-3.8,Financial Services,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,MCRO LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,1.597818,SX8P Index,1.215296
MC129,MDC LN Equity,0,-0.2,Health Care Equipment & Services,Health Care,Health Care,-2.38795,SXDP Index,0.646873
MC129,MERL LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.2442002,SXTP Index,0.5615551
MC129,MGAM LN Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,0.3754693,SXNP Index,1.163616
MC129,MGGT LN Equity,0,-0.3,Aerospace & Defense,Industrial Goods & Services,Industrials,1.013758,SXNP Index,1.163616
MC129,MNDI LN Equity,0,-0.1,Forestry & Paper,Basic Resources,Basic Materials,0.1456311,SXPP Index,-0.2781055
MC129,MNKS LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.7092199,SXFP Index,-0.1056954
MC129,MONY LN Equity,0,-0.1,Media,Media,Consumer Services,1.46171,SXMP Index,0.9075618
MC129,MRCM IX Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.2764977,SXFP Index,-0.1056954
MC129,MRO LN Equity,0,-0.1,Construction & Materials,Construction & Materials,Industrials,0,SXOP Index,0.4328029
MC129,MRW LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,0.4315418,SXRP Index,0.6251879
MC129,MSLH LN Equity,0,-0.1,Construction & Materials,Construction & Materials,Industrials,1.199041,SXOP Index,0.4328029
MC129,MTRO LN Equity,0,-0.2,Banks,Banks,Financials,0.1199041,SX7P Index,-0.6109482
MC129,MYI LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.3496504,SXFP Index,-0.1056954
MC129,NBLS LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.1066098,SXFP Index,-0.1056954
MC129,NEX LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,-0.04805382,SXTP Index,0.5615551
MC129,NG/ LN Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,-1.843743,SX6P Index,-0.4399267
MC129,NRR LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0,SX86P Index,0.4804201
MC129,NXG LN Equity,48.2,-1.2,Financial Services,Financial Services,Financials,0.7912958,SXFP Index,-0.1056954
MC129,NXT LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,1.287263,SXRP Index,0.6251879
MC129,OCDO LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,9.045971,SXRP Index,0.6251879
MC129,OSB LN Equity,0,-0.4,Financial Services,Financial Services,Financials,-0.8451957,SXFP Index,-0.1056954
MC129,PAG LN Equity,0,-0.5,Financial Services,Financial Services,Financials,0.1912046,SXFP Index,-0.1056954
MC129,PAGE LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.545064,SXNP Index,1.163616
MC129,PCT LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.933126,SXFP Index,-0.1056954
MC129,PFC LN Equity,0,-0.1,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,1.797268,SXEP Index,1.379135
MC129,PFG LN Equity,0,-0.5,Financial Services,Financial Services,Financials,4.080956,SXFP Index,-0.1056954
MC129,PHNX LN Equity,0,-0.3,Life Insurance,Insurance,Financials,0.2965159,SXIP Index,0.0144087
MC129,PHP PZ Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0,SX86P Index,0.4804201
MC129,PIN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.4901961,SXFP Index,-0.1056954
MC129,PLI LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.5555556,SXFP Index,-0.1056954
MC129,PLP LN Equity,0,-0.1,Construction & Materials,Construction & Materials,Industrials,-0.4190676,SXOP Index,0.4328029
MC129,PMO LN Equity,0,-0.1,Oil & Gas Producers,Oil & Gas,Oil & Gas,3.474904,SXEP Index,1.379135
MC129,PNL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.3773585,SXFP Index,-0.1056954
MC129,PNN LN Equity,0,-0.3,"Gas, Water & Multiutilities",Utilities,Utilities,-4.670051,SX6P Index,-0.4399267
MC129,POLY LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,-1.235294,SXPP Index,-0.2781055
MC129,PPB ID Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.5841742,SXTP Index,0.5615551
MC129,PRU LN Equity,0,-0.5,Life Insurance,Insurance,Financials,-1.256983,SXIP Index,0.0144087
MC129,PSH LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0.3571429,SXFP Index,-0.1056954
MC129,PSN LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.8484849,SXQP Index,0.5819758
MC129,PSON LN Equity,0,-0.1,Media,Media,Consumer Services,1.770507,SXMP Index,0.9075618
MC129,PTEC LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,-1.750381,SXTP Index,0.5615551
MC129,QLT LN Equity,0,-0.9,Financial Services,Financial Services,Financials,0.8387942,SXFP Index,-0.1056954
MC129,QQ/ LN Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,0.3246753,SXNP Index,1.163616
MC129,RAT LN Equity,0,-0.5,Financial Services,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,RB/ LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.2510198,SXQP Index,0.5819758
MC129,RBS LN Equity,0,-0.1,Banks,Banks,Financials,-2.277267,SX7P Index,-0.6109482
MC129,RCP LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,RDSA LN Equity,0,-1.2,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.125915,SXEP Index,1.379135
MC129,RDSB LN Equity,0,-1,Oil & Gas Producers,Oil & Gas,Oil & Gas,0.8889695,SXEP Index,1.379135
MC129,RDW LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.9541985,SXQP Index,0.5819758
MC129,REL LN Equity,0,-0.2,Media,Media,Consumer Services,-0.2416918,SXMP Index,0.9075618
MC129,RHIM LN Equity,0,-0.1,Industrial Engineering,Industrial Goods & Services,Industrials,-1.991342,SXNP Index,1.163616
MC129,RIO LN Equity,0,-0.5,Mining,Basic Resources,Basic Materials,-0.3604903,SXPP Index,-0.2781055
MC129,ROR LN Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,0.6410257,SXNP Index,1.163616
MC129,RPC LN Equity,0,-0.2,General Industrials,Industrial Goods & Services,Industrials,1.324682,SXNP Index,1.163616
MC129,RR/ LN Equity,0,-0.2,Aerospace & Defense,Industrial Goods & Services,Industrials,0.505459,SXNP Index,1.163616
MC129,RRS LN Equity,0,-0.1,Mining,Basic Resources,Basic Materials,-1.419176,SXPP Index,-0.2781055
MC129,RSA LN Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,-0.3970678,SXIP Index,0.0144087
MC129,RSE LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,RSW LN Equity,0,-0.1,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,2.917047,SXNP Index,1.163616
MC129,RTO LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.109489,SXNP Index,1.163616
MC129,SAFE LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,2.835539,SX86P Index,0.4804201
MC129,SAGA LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,-0.6329114,SXRP Index,0.6251879
MC129,SBRY LN Equity,0,-0.1,Food & Drug Retailers,Retail,Consumer Services,0.0911577,SXRP Index,0.6251879
MC129,SCIN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,SCT LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,7.032349,SX8P Index,1.215296
MC129,SDP LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,SDR LN Equity,0,-1,Financial Services,Financial Services,Financials,-0.7343941,SXFP Index,-0.1056954
MC129,SEQI LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.4444444,SXFP Index,-0.1056954
MC129,SGE LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,1.689958,SX8P Index,1.215296
MC129,SGRO LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.8316008,SX86P Index,0.4804201
MC129,SHB LN Equity,0,-0.2,Real Estate Investment Trusts,Real Estate,Financials,-0.05382131,SX86P Index,0.4804201
MC129,SHI LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.9870919,SXNP Index,1.163616
MC129,SHP LN Equity,0,-0.4,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.1630182,SXDP Index,0.646873
MC129,SKG ID Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,0.9631728,SXNP Index,1.163616
MC129,SKY LN Equity,0,-0.2,Media,Media,Consumer Services,2.247191,SXMP Index,0.9075618
MC129,SLA LN Equity,0,-2.4,Financial Services,Financial Services,Financials,-1.03125,SXFP Index,-0.1056954
MC129,SMDS LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,2.850291,SXNP Index,1.163616
MC129,SMIN LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,1.305862,SXNP Index,1.163616
MC129,SMP LN Equity,0,-0.1,Real Estate Investment & Services,Real Estate,Financials,-0.3505258,SX86P Index,0.4804201
MC129,SMT LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.9310987,SXFP Index,-0.1056954
MC129,SMWH LN Equity,0,-0.2,General Retailers,Retail,Consumer Services,0.2512563,SXRP Index,0.6251879
MC129,SN/ LN Equity,0,-0.1,Health Care Equipment & Services,Health Care,Health Care,0.7150922,SXDP Index,0.646873
MC129,SNN LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,0.867052,SXNP Index,1.163616
MC129,SNR LN Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,3.438975,SXNP Index,1.163616
MC129,SOPH LN Equity,0,-0.2,Software & Computer Services,Technology,Technology,1.851852,SX8P Index,1.215296
MC129,SPD LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,0.6722689,SXRP Index,0.6251879
MC129,SPI LN Equity,0,-0.1,Health Care Equipment & Services,Health Care,Health Care,0.3167062,SXDP Index,0.646873
MC129,SPX LN Equity,0,-0.4,Industrial Engineering,Industrial Goods & Services,Industrials,2.427565,SXNP Index,1.163616
MC129,SRP LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-0.05285412,SXNP Index,1.163616
MC129,SSE LN Equity,0,-0.1,Electricity,Utilities,Utilities,-1.363473,SX6P Index,-0.4399267
MC129,SSPG LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,0.77101,SXTP Index,0.5615551
MC129,STAN LN Equity,0,-0.2,Banks,Banks,Financials,-0.8461208,SX7P Index,-0.6109482
MC129,STJ LN Equity,0,-0.1,Life Insurance,Insurance,Financials,-0.2532714,SXIP Index,0.0144087
MC129,STOB LN Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,1.057082,SXNP Index,1.163616
MC129,SVS LN Equity,0,-0.1,Real Estate Investment & Services,Real Estate,Financials,0.2918856,SX86P Index,0.4804201
MC129,SXS LN Equity,0,-0.2,Electronic & Electrical Equipment,Industrial Goods & Services,Industrials,1.325019,SXNP Index,1.163616
MC129,SXX LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,0.2994012,SX4P Index,0.7524279
MC129,SYNC LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.8992805,SXFP Index,-0.1056954
MC129,SYNT LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,-0.0952381,SX4P Index,0.7524279
MC129,TALK LN Equity,0,-0.1,Fixed Line Telecommunications,Telecommunications,Telecommunications,-1.258389,SXKP Index,-0.4873369
MC129,TATE LN Equity,0,-0.2,Food Producers,Food & Beverage,Consumer Goods,0.1209555,SX3P Index,0.2192515
MC129,TCAP LN Equity,0,-0.8,Financial Services,Financial Services,Financials,-35.91147,SXFP Index,-0.1056954
MC129,TCG LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0,SXTP Index,0.5615551
MC129,TEM LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,TEP LN Equity,0,-0.1,Fixed Line Telecommunications,Telecommunications,Telecommunications,0.3521127,SXKP Index,-0.4873369
MC129,TLW LN Equity,0,-0.3,Oil & Gas Producers,Oil & Gas,Oil & Gas,1.936842,SXEP Index,1.379135
MC129,TMPL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.1506024,SXFP Index,-0.1056954
MC129,TPK LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,-0.7868384,SXNP Index,1.163616
MC129,TRIG LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.1851852,SXFP Index,-0.1056954
MC129,TRY LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.5924171,SXFP Index,-0.1056954
MC129,TSCO LN Equity,0,-0.3,Food & Drug Retailers,Retail,Consumer Services,-2.00077,SXRP Index,0.6251879
MC129,TUI LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.6828979,SXTP Index,0.5615551
MC129,TW/ LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.5203816,SXQP Index,0.5819758
MC129,UDG LN Equity,0,-0.2,Health Care Equipment & Services,Health Care,Health Care,-0.7738096,SXDP Index,0.646873
MC129,UKW LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.1602564,SXFP Index,-0.1056954
MC129,ULE LN Equity,0,-0.1,Aerospace & Defense,Industrial Goods & Services,Industrials,2.259215,SXNP Index,1.163616
MC129,ULVR LN Equity,0,-0.5,Personal Goods,Personal & Household Goods,Consumer Goods,-0.225841,SXQP Index,0.5819758
MC129,UTG LN Equity,0,-0.2,Real Estate Investment Trusts,Real Estate,Financials,0.4250152,SX86P Index,0.4804201
MC129,UU/ LN Equity,0,-0.1,"Gas, Water & Multiutilities",Utilities,Utilities,-4.044885,SX6P Index,-0.4399267
MC129,VCT LN Equity,0,-0.2,Chemicals,Chemicals,Basic Materials,1.143241,SX4P Index,0.7524279
MC129,VEIL LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,1.240695,SXFP Index,-0.1056954
MC129,VM/ LN Equity,0,-0.1,Banks,Banks,Financials,-1.214268,SX7P Index,-0.6109482
MC129,VOD LN Equity,0,-0.5,Mobile Telecommunications,Telecommunications,Telecommunications,-0.5681818,SXKP Index,-0.4873369
MC129,VSVS LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,0.2575107,SXNP Index,1.163616
MC129,WEIR LN Equity,0,-0.4,Industrial Engineering,Industrial Goods & Services,Industrials,1.994446,SXNP Index,1.163616
MC129,WG/ LN Equity,0,-0.3,"Oil Equipment, Services & Distribution",Oil & Gas,Oil & Gas,2.634084,SXEP Index,1.379135
MC129,WIZZ LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,-0.2179836,SXTP Index,0.5615551
MC129,WKP LN Equity,0,-0.1,Real Estate Investment Trusts,Real Estate,Financials,0.9433962,SX86P Index,0.4804201
MC129,WMH LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,1.664402,SXTP Index,0.5615551
MC129,WPP LN Equity,0,-0.1,Media,Media,Consumer Services,1.445684,SXMP Index,0.9075618
MC129,WTAN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC129,WTB LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,-0.1494024,SXTP Index,0.5615551
MC129,WWH LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.5454546,SXFP Index,-0.1056954
MC129,ZPG LN Equity,0,-0.1,Media,Media,Consumer Services,0.2043318,SXMP Index,0.9075618
MC130,3IN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.2388189,SXFP Index,-0.1056954
MC130,888 LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,1.55521,SXTP Index,0.5615551
MC130,AA/ LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-1.977066,SXNP Index,1.163616
MC130,AGK LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,1.823708,SXNP Index,1.163616
MC130,AGR LN Equity,0,-0.2,Real Estate Investment Trusts,Real Estate,Financials,0.5263158,SX86P Index,0.4804201
MC130,ASCL LN Equity,0,-0.2,Media,Media,Consumer Services,5.416667,SXMP Index,0.9075618
MC130,ASHM LN Equity,0,-0.2,Financial Services,Financial Services,Financials,-2.5,SXFP Index,-0.1056954
MC130,ASL LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.8645533,SXFP Index,-0.1056954
MC130,ATST LN Equity,0,-0.3,Equity Investment Instruments,Financial Services,Financials,0.2635046,SXFP Index,-0.1056954
MC130,AUTO LN Equity,0,-0.5,Media,Media,Consumer Services,-0.0941398,SXMP Index,0.9075618
MC130,AVV LN Equity,0,-0.2,Software & Computer Services,Technology,Technology,2.483974,SX8P Index,1.215296
MC130,BAB LN Equity,0,-0.5,Support Services,Industrial Goods & Services,Industrials,-0.2051282,SXNP Index,1.163616
MC130,BAG LN Equity,0,-0.1,Beverages,Food & Beverage,Consumer Goods,-0.729927,SX3P Index,0.2192515
MC130,BBA LN Equity,0,-0.4,Industrial Transportation,Industrial Goods & Services,Industrials,0.3529412,SXNP Index,1.163616
MC130,BBOX LN Equity,0,-0.3,Real Estate Investment Trusts,Real Estate,Financials,-0.322165,SX86P Index,0.4804201
MC130,BBY LN Equity,0,-0.2,Construction & Materials,Construction & Materials,Industrials,1.417214,SXOP Index,0.4328029
MC130,BCA LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,-1.304348,SXNP Index,1.163616
MC130,BEZ LN Equity,0,-0.4,Nonlife Insurance,Insurance,Financials,0.5272408,SXIP Index,0.0144087
MC130,BGEO LN Equity,0,-0.1,Banks,Banks,Financials,-0.6745182,SX7P Index,-0.6109482
MC130,BGFD LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.4836759,SXFP Index,-0.1056954
MC130,BME LN Equity,0,-0.4,General Retailers,Retail,Consumer Services,0.729927,SXRP Index,0.6251879
MC130,BNKR LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.2280502,SXFP Index,-0.1056954
MC130,BOY LN Equity,0,-0.2,Industrial Engineering,Industrial Goods & Services,Industrials,1.258178,SXNP Index,1.163616
MC130,BRW LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-0.6857143,SXFP Index,-0.1056954
MC130,BTEM LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.1340483,SXFP Index,-0.1056954
MC130,BTG LN Equity,0,-0.2,Pharmaceuticals & Biotechnology,Health Care,Health Care,-1.657905,SXDP Index,0.646873
MC130,BVIC LN Equity,0,-0.2,Beverages,Food & Beverage,Consumer Goods,1.092545,SX3P Index,0.2192515
MC130,BVS LN Equity,0,-0.2,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.1801802,SXQP Index,0.5819758
MC130,BWY LN Equity,0,-0.4,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.06891799,SXQP Index,0.5819758
MC130,BYG LN Equity,0,-0.2,Real Estate Investment Trusts,Real Estate,Financials,1.468189,SX86P Index,0.4804201
MC130,CAPC LN Equity,0,-0.2,Real Estate Investment & Services,Real Estate,Financials,-0.8053221,SX86P Index,0.4804201
MC130,CARD LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,1.669196,SXRP Index,0.6251879
MC130,CBG LN Equity,0,-0.3,Banks,Banks,Financials,-0.4605263,SX7P Index,-0.6109482
MC130,CCC LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,0.5625879,SX8P Index,1.215296
MC130,CCFS LN Equity,0,-0.1,Financial Services,Financial Services,Financials,-0.8945052,SXFP Index,-0.1056954
MC130,CEY LN Equity,0,-0.2,Mining,Basic Resources,Basic Materials,0.4389816,SXPP Index,-0.2781055
MC130,CINE LN Equity,0,-0.3,Travel & Leisure,Travel & Leisure,Consumer Services,1.111111,SXTP Index,0.5615551
MC130,CKN LN Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,-2.320675,SXNP Index,1.163616
MC130,CLDN LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.1798561,SXFP Index,-0.1056954
MC130,CNE LN Equity,0,-0.2,Oil & Gas Producers,Oil & Gas,Oil & Gas,3.697479,SXEP Index,1.379135
MC130,COA LN Equity,0,-0.1,General Industrials,Industrial Goods & Services,Industrials,3.810775,SXNP Index,1.163616
MC130,COB LN Equity,0,-0.4,Aerospace & Defense,Industrial Goods & Services,Industrials,0.5827506,SXNP Index,1.163616
MC130,CPI LN Equity,0,-0.3,Support Services,Industrial Goods & Services,Industrials,-1.695961,SXNP Index,1.163616
MC130,CRST LN Equity,0,-0.1,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,-0.3113648,SXQP Index,0.5819758
MC130,CSP LN Equity,0,-0.2,Household Goods & Home Construction,Personal & Household Goods,Consumer Goods,0.6551519,SXQP Index,0.5819758
MC130,CTEC LN Equity,0,-0.4,Health Care Equipment & Services,Health Care,Health Care,-0.279827,SXDP Index,0.646873
MC130,CTY LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0.5780347,SXFP Index,-0.1056954
MC130,CWK LN Equity,0,-0.2,Food Producers,Food & Beverage,Consumer Goods,0,SX3P Index,0.2192515
MC130,CYBG LN Equity,0,-0.3,Banks,Banks,Financials,-1.684088,SX7P Index,-0.6109482
MC130,DC/ LN Equity,0,-0.2,General Retailers,Retail,Consumer Services,0.1851362,SXRP Index,0.6251879
MC130,DCG LN Equity,0,-0.1,Food Producers,Food & Beverage,Consumer Goods,-0.7973143,SX3P Index,0.2192515
MC130,DLN LN Equity,0,-0.4,Real Estate Investment Trusts,Real Estate,Financials,-0.162285,SX86P Index,0.4804201
MC130,DNLM LN Equity,0,-0.1,General Retailers,Retail,Consumer Services,-1.009285,SXRP Index,0.6251879
MC130,DOM LN Equity,0,-0.2,Travel & Leisure,Travel & Leisure,Consumer Services,1.936416,SXTP Index,0.5615551
MC130,DPH LN Equity,0,-0.3,Pharmaceuticals & Biotechnology,Health Care,Health Care,0.2713704,SXDP Index,0.646873
MC130,DPLM LN Equity,0,-0.2,Support Services,Industrial Goods & Services,Industrials,1.002313,SXNP Index,1.163616
MC130,DRX LN Equity,0,-0.2,Electricity,Utilities,Utilities,4.481956,SX6P Index,-0.4399267
MC130,ECM LN Equity,0,-0.4,Support Services,Industrial Goods & Services,Industrials,0.8930988,SXNP Index,1.163616
MC130,EDIN LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,-0.1445087,SXFP Index,-0.1056954
MC130,EFM LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.2793296,SXFP Index,-0.1056954
MC130,ELM LN Equity,0,-0.1,Chemicals,Chemicals,Basic Materials,0.8116883,SX4P Index,0.7524279
MC130,EMG LN Equity,0,-0.3,Financial Services,Financial Services,Financials,0.2832861,SXFP Index,-0.1056954
MC130,EQN LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,-9.46502,SXNP Index,1.163616
MC130,ERM LN Equity,0,-0.1,Media,Media,Consumer Services,1.319648,SXMP Index,0.9075618
MC130,ESNT LN Equity,0,-0.1,Support Services,Industrial Goods & Services,Industrials,1.166667,SXNP Index,1.163616
MC130,ESUR LN Equity,0,-0.1,Nonlife Insurance,Insurance,Financials,-0.5865102,SXIP Index,0.0144087
MC130,ETO LN Equity,0,-0.2,Media,Media,Consumer Services,2.928177,SXMP Index,0.9075618
MC130,FCPT LN Equity,0,-0.1,Real Estate Investment & Services,Real Estate,Financials,-0.5263158,SX86P Index,0.4804201
MC130,FCS LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.3508772,SXFP Index,-0.1056954
MC130,FCSS LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.2079002,SXFP Index,-0.1056954
MC130,FDM LN Equity,0,-0.1,Software & Computer Services,Technology,Technology,0.1017294,SX8P Index,1.215296
MC130,FDP LN Equity,18.2,0,Software & Computer Services,Technology,Technology,0,SX8P Index,1.215296
MC130,FDSA LN Equity,0,-0.2,Software & Computer Services,Technology,Technology,0,SX8P Index,1.215296
MC130,FEV LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.4405286,SXFP Index,-0.1056954
MC130,FGP LN Equity,0,-0.1,Travel & Leisure,Travel & Leisure,Consumer Services,0.401837,SXTP Index,0.5615551
MC130,FGT LN Equity,0,-0.2,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC130,FRCL LN Equity,0,-0.4,Equity Investment Instruments,Financial Services,Financials,0,SXFP Index,-0.1056954
MC130,FSJ LN Equity,0,-0.1,Industrial Transportation,Industrial Goods & Services,Industrials,0.2290951,SXNP Index,1.163616
MC130,FSV LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,0.3649635,SXFP Index,-0.1056954
MC130,FXPO LN Equity,0,-0.1,Industrial Metals & Mining,Basic Resources,Basic Materials,-0.3699488,SXPP Index,-0.2781055
MC130,GAW LN Equity,0,-0.1,Leisure Goods,Personal & Household Goods,Consumer Goods,1.480263,SXQP Index,0.5819758
MC130,GCP LN Equity,0,-0.1,Equity Investment Instruments,Financial Services,Financials,-0.3338898,SXFP Index,-0.1056954
