date,V1
TMO LN Equity,0.00325289002616227
TNET BB Equity,0
TPK LN Equity,0
TPZ SM Equity,0.00249899957548223
TRELB SS Equity,0
TRN IM Equity,0
TRYG DC Equity,0
TSCO LN Equity,0.0117005373558027
TUI LN Equity,0
TW/ LN Equity,-0.00493137639685817
UBI FP Equity,0
UBI IM Equity,0
UBSG SE Equity,0
UCB BB Equity,0
UCG IM Equity,0
UDG LN Equity,0
UG FP Equity,0
UHR SE Equity,0
UHR SW Equity,-0.00141729979252491
UKX Index,-0.0743892497553307
ULVR LN Equity,0
UMI BB Equity,0
UN01 GY Equity,0
UNA NA Equity,0
UPM FH Equity,0
URW NA Equity,-0.0018346087923121
UTDI GY Equity,0
UU/ LN Equity,0
VACN SE Equity,0
VCT LN Equity,0
VIE FP Equity,0
VIFN SE Equity,0
VIS SQ Equity,0
VIV FP Equity,0.01500144178505
VNA GY Equity,0
VOD LN Equity,0.00579354746817152
VOE AV Equity,0
VOLVB SS Equity,0
VOW3 GY Equity,0.00660510058031544
VPK NA Equity,0
VWS DC Equity,0
WAF GY Equity,0.0140279542975695
WCH GY Equity,0
WDH DC Equity,0
WDI GY Equity,0
WEIR LN Equity,0
WG/ LN Equity,0
WIE AV Equity,0
WKL NA Equity,0
WMH LN Equity,0
WPP LN Equity,0
WRT1V FH Equity,0
WTB LN Equity,0
YAR NO Equity,0
ZAL GY Equity,-0.000994707069012243
ZURN SE Equity,0
