date,ABC,AC,DH,GJ,IB,JR,MC
2017-02-14,-0.00030504642766001,-0.000152916926965236,4.15442807792284e-05,0.000155827695325829,1.70129169097844e-05,0.000520453562983185,0.00048531732989219
2017-02-15,-0.000259696046476289,0.000161561024522607,-4.71319700568539e-05,-0.000340309670285861,-2.15644982595942e-05,0.00119800466278352,-0.000279366536947774
2017-02-16,-0.00041404828175749,0.000159994336930537,-5.89313044801759e-05,0.000758934626651243,-8.05503005293088e-05,-0.000416688306914539,0.000281590800916956
2017-02-17,-0.000633904876183172,0.000288250276660686,0.000413226864832977,-0.00146082804985682,7.12051214875451e-05,-0.001176227143861,-3.02143628298222e-05
2017-02-18,0,0,0,0,0,0,0
2017-02-19,0,0,0,0,0,0,0
2017-02-20,0.000328636802830209,-2.66985800445147e-05,-0.000155390505016885,0.000752910356976285,-7.65963095573099e-06,0.0011713293376536,0.000303019458756779
2017-02-21,-0.000122791444501981,0.000271559860891039,0.000191693965244988,-0.000327471926837186,2.06142107955122e-05,0.000808989136022222,0.000218534671312362
2017-02-22,-0.000558351874874504,-0.000394919031091133,-0.000183679308123205,-0.000703303686791132,-8.13286043301588e-07,-0.000491125338065212,0.000200295022829505
2017-02-23,0.000441414169033107,0.000487113014081107,-0.000889612210173817,-0.000252506994289571,-2.09806771631861e-05,-0.00050454332850706,-0.000246581962463701
2017-02-24,-0.0002351999606744,0.000189415413874172,-0.000175475474478135,-0.00100795578024111,1.67304085986657e-05,-0.00107790530619971,3.22773876082083e-05
2017-02-25,0,0,0,0,0,0,0
2017-02-26,0,0,0,0,0,0,0
2017-02-27,0.000362478782766415,0.000105515984444296,4.7401699531303e-05,0.000159693504464746,-3.77279573436402e-05,-0.000278297697181721,-0.000145839139499203
2017-02-28,-6.44429357864334e-05,-1.18304408941412e-05,-0.000668193766064947,-8.96928037514493e-05,-2.9848565254663e-05,0.000609683618129471,-0.000576649302395859
2017-03-01,-2.60470102614855e-05,-0.000181059276709374,6.1959239726008e-05,0.000164811442986056,-1.40712366932409e-05,0.000605019234363934,0.000351170080761962
2017-03-02,0.00025497584943423,6.09446653282303e-05,-0.000267189189422481,0.000338657141000229,4.1805203183119e-05,-0.000178807909127551,0.000857826090333922
2017-03-03,-0.00060685369826411,0.00011241712885097,-0.000313711597582975,-9.56849512671277e-06,8.21882882606656e-05,0.00131024615391933,0.00021999165181164
2017-03-04,0,0,0,0,0,0,0
2017-03-05,0,0,0,0,0,0,0
2017-03-06,-0.000580562590926303,9.62153135215601e-05,0.000117144862057121,-0.000130493685880323,3.57541973073696e-05,4.03292526201672e-05,-0.000119178411785371
2017-03-07,-0.000366228391903129,-7.59792964988106e-05,0.000167055217727922,1.26862167872482e-05,-1.44913171885274e-05,-0.000467872662781359,-0.000583712621824883
2017-03-08,0.000318600766004121,5.52482146362585e-05,-9.01494728672928e-05,-0.000221610731434039,-1.0738241605598e-05,3.4296884256379e-05,-0.000179070851982233
2017-03-09,-1.62041963828139e-05,-0.000198802627351253,-0.000520508305886649,0.000202125205038229,8.26809054188254e-05,0.000858534214434669,-4.50141393153402e-05
2017-03-10,7.02578937420571e-05,1.73722075231209e-05,5.29040714604538e-05,-0.000155708256958279,-1.22734157925408e-05,0.00103981063412335,4.47221959793345e-05
2017-03-11,0,0,0,0,0,0,0
2017-03-12,0,0,0,0,0,0,0
2017-03-13,-0.000275564591605138,-0.000313495472412798,-0.00027061303556129,-0.000397307673055091,-8.65585486566684e-05,-0.000925373860737164,1.2749074006107e-05
2017-03-14,-0.000200069327946346,0.000333099574979343,0.000151145345618284,-1.75153913683761e-05,3.24414247220962e-05,-0.000845582948432544,-1.2163282424699e-06
2017-03-15,9.59723823739945e-05,0.000303382557686911,0.000258621375540444,-0.00130468457298947,0.000128240692283537,0.000537635925662876,-0.000239464606368712
2017-03-16,-0.000833139325897849,-0.000269713136978377,0.000198508033290521,0.000210245893674677,4.37455830373043e-05,5.63085474549567e-05,-0.000416043625983991
2017-03-17,-6.69167592125253e-05,-0.00034154323972108,0.000306782916212876,0.000724714667358669,-9.85064671530363e-06,0.000267878344802843,-0.000123798665394297
2017-03-18,0,0,0,0,0,0,0
2017-03-19,0,0,0,0,0,0,0
2017-03-20,0.000262855968278556,-9.2095272054413e-05,-0.000415966331802755,0.00112152539929628,1.13304430117282e-05,-0.000571637169079177,0.000124695455828681
2017-03-21,9.14159297496144e-06,0.000357719123883654,-0.000242826538379055,-0.000145578434276948,-3.2839794158413e-05,7.76639836536176e-05,-0.000277137644031161
2017-03-22,-0.00020234574333861,-5.56794102509594e-06,-0.000157691190611796,0.000738742248477207,-2.16044629757671e-05,-0.000455259402610367,-0.000229508047970818
2017-03-23,0.000198459816604296,0.000227035758592863,0.000320277441497291,0.0011975231502657,-7.1713316927424e-05,0.0011299487775019,-1.45055851327644e-05
2017-03-24,-3.37530087934459e-05,-0.000281617634950131,0.00045033089191539,-0.000255411451862038,0.000117810572189933,-7.26780660611701e-05,0.000566930156609871
2017-03-25,0,0,0,0,0,0,0
2017-03-26,0,0,0,0,0,0,0
2017-03-27,7.86944280094689e-05,1.37248746319643e-05,-0.000430313508058871,0.000416241993365779,-3.2589220834561e-08,6.55987441509896e-05,-0.000334527678649054
2017-03-28,-2.9524165472069e-05,0.000175211711385243,0.000906442653202678,-0.000356717305267979,-0.000115924914223232,0.000992521300225409,0.000214979893384231
2017-03-29,-0.000207409409336665,-0.000235519886393465,-0.000242261467664224,-0.000444086005552691,-1.79250992946903e-05,-0.000680301150860298,0.000327249294634177
2017-03-30,-6.69340034938641e-05,-0.000325189254779856,1.26637773653844e-05,-0.000270649714330448,-4.88791600451354e-05,-0.000102542760130342,-0.000141447832051071
2017-03-31,0.000341571012365145,-0.000102951155313713,-7.77652586038576e-06,0.000858651022399498,-2.68172171344613e-05,1.27270805509721e-05,0.000146815472478526
2017-04-01,0,0,0,0,0,0,0
2017-04-02,0,0,0,0,0,0,0
2017-04-03,-4.95515720451481e-05,-4.23059833546257e-05,0.000219312926438905,0.000632371334238449,2.08806639352974e-07,-0.000814395018279216,9.48382182978031e-05
2017-04-04,0.000316134712633501,-7.9967017294947e-06,-0.000267648597928871,0.000145192521694979,-8.64938459950574e-05,-0.000552986640072501,0.000398146582657704
2017-04-05,0.00028883650043526,-0.000166190155463781,0.000250554339542413,0.000654896303918661,6.05709247012906e-07,0.000950561149978516,0.000910822659793551
2017-04-06,-1.98944437162355e-05,-0.000253894551656717,-0.000195485726849615,3.13341006546375e-05,-8.34076139566409e-05,-0.000332674303088419,0.000576701142063664
2017-04-07,0.000169693340874145,-0.000120939291181415,0.00033947815220558,0.000170143039098049,-4.59540531536633e-05,7.86452174415968e-06,-7.44959973728125e-05
2017-04-08,0,0,0,0,0,0,0
2017-04-09,0,0,0,0,0,0,0
2017-04-10,0.000255097260524747,-0.00012702635624621,-7.89079927614323e-05,0.000320145769310111,7.56459084312488e-05,-0.000154336794631576,0.000136892081299222
2017-04-11,0.000149837964961987,1.75626909483463e-05,-0.00020159958304506,-0.000630271128546334,-2.26809922189104e-05,-0.000758057428000513,-2.36930588119932e-06
2017-04-12,0.000323571766014113,0.000383182950103816,-0.000146700606250632,0.000374114673033005,4.13964814879218e-05,-0.000282620427990377,-0.000575289093829587
2017-04-13,0.000190052696827888,0.000321031472529057,-4.58929293671036e-05,0.000221217491792065,-1.03749685542342e-05,0.000119052225427751,0.000408957939745954
2017-04-14,0,0,0,0,0,0,0
2017-04-15,0,0,0,0,0,0,0
2017-04-16,0,0,0,0,0,0,0
2017-04-17,0,0,0,-0.000268751441978245,0,0,9.70912849662695e-06
